Agency_Name,Outlayed_Amount
"Department of Energy",19796.57
"Department of Energy",0.00
"Department of Energy",54218.85
"Department of Energy",11630597608.28
"Department of Energy",2629881.95
"Department of Energy",25204.49
"Department of Energy",828705.75
"Department of Energy",255147.99
"Department of Energy",143278.00
"Department of Energy",17694509.34
"Department of Energy",46434.52
"Department of Energy",3804777.75
"Department of Energy",187969.40
"Department of Energy",2850461278.67
"Department of Energy",140539190.25
"Department of Energy",269970.78
"Department of Energy",50062.00
"Department of Energy",4987.30
"Department of Energy",4137589.41
"Department of Energy",51222.12
"Department of Energy",20000.00
"Department of Energy",3684.08
"Department of Energy",0.00
"Department of Energy",4144960.94
"Department of Energy",5265931.05
"Department of Energy",80188.75
"Department of Energy",30000.00
"Department of Energy",184251.91
"Department of Energy",831806390.55
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",353513.70
"Department of Energy",1221774.57
"Department of Energy",3429207.78
"Department of Energy",2402507.06
"Department of Energy",1140809632.59
"Department of Energy",327461.50
"Department of Energy",554061.74
"Department of Energy",62427.07
"Department of Energy",14194.00
"Department of Energy",11030.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",5745.00
"Department of Energy",1059067.35
"Department of Energy",39003.12
"Department of Energy",49240.00
"Department of Energy",12399.96
"Department of Energy",26569.43
"Department of Energy",3709742.65
"Department of Energy",743116.91
"Department of Energy",23311.61
"Department of Energy",12276.26
"Department of Energy",21300.00
"Department of Energy",393405.85
"Department of Energy",326751.76
"Department of Energy",27000.00
"Department of Energy",41255.00
"Department of Energy",505586.97
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",6679.36
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",929.00
"Department of Energy",395056.76
"Department of Energy",2102910.51
"Department of Energy",27608258.74
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",307097.02
"Department of Energy",371453.58
"Department of Energy",34082.09
"Department of Energy",1704208.40
"Department of Energy",16125013.12
"Department of Energy",64146.50
"Department of Energy",39693.95
"Department of Energy",60113.25
"Department of Energy",5445949.82
"Department of Energy",830625.08
"Department of Energy",1169637.24
"Department of Energy",1039062.91
"Department of Energy",15794.70
"Department of Energy",11660.22
"Department of Energy",17493.89
"Department of Energy",36368.00
"Department of Energy",16886.80
"Department of Energy",48378.05
"Department of Energy",25445.73
"Department of Energy",547962.00
"Department of Energy",14584.80
"Department of Energy",387413.00
"Department of Energy",68641.85
"Department of Energy",0.00
"Department of Energy",2570.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",11129.56
"Department of Energy",9226.70
"Department of Education",827261.25
"Department of Education",0.00
"Department of Education",2634870.61
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",118848.94
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",46434.96
"Department of Education",48050.24
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",4090127.24
"Department of Education",4858987.63
"Department of Education",1766380.84
"Department of Education",4866176.76
"Department of Education",292668.27
"Department of Education",24616225.01
"Department of Education",251938.00
"Department of Education",0.00
"Department of Education",527532.75
"Department of Education",0.00
"Department of Education",4856768.94
"Department of Education",509520.00
"Department of Education",86200.12
"Department of Education",135270.44
"Department of Education",3932925.29
"Department of Education",6683514.01
"Department of Education",657086.32
"Department of Education",6025429.73
"Department of Education",13137694.44
"Department of Education",246090.77
"Department of Education",3367540.75
"Department of Education",39014.37
"Department of Education",2228626.52
"Department of Education",9590358.48
"Department of Education",13135627.98
"Department of Education",4528706.57
"Department of Education",1184754.97
"Department of Education",34317.94
"Department of Education",12500.00
"Department of Education",40690643.84
"Department of Education",3620185.68
"Department of Education",51512264.82
"Department of Education",6220162.90
"Department of Education",53898.93
"Department of Education",5427784.44
"Department of Education",44380579.00
"Department of Education",563954.64
"Department of Education",464193.77
"Department of Education",3183300.50
"Department of Education",4479882.87
"Department of Education",2584112.18
"Department of Education",874419.00
"Department of Education",200310.45
"Department of Education",1990064.51
"Department of Education",44091.85
"Department of Education",407534.40
"Department of Education",1536693.96
"Department of Education",2917557.42
"Department of Education",7108062.51
"Department of Education",3200462.40
"Department of Education",18083.65
"Department of Education",2794774.07
"Department of Education",1646195.47
"Department of Education",605252.64
"Department of Education",1156032.21
"Department of Education",225474.00
"Department of Education",33066.00
"Department of Education",775853.96
"Department of Education",265970.62
"Department of Education",14170573.99
"Department of Education",132517.00
"Department of Education",454001.00
"Department of Education",292677.05
"Department of Education",147507.31
"Department of Education",1028877.44
"Department of Education",12926.20
"Department of Education",13560.00
"Department of Education",1933241.97
"Department of Education",301661.00
"Department of Education",55648.00
"Department of Education",92286.62
"Department of Education",9960.00
"Department of Education",155282.91
"Department of Education",33684.24
"Department of Education",11010537.32
"Department of Education",9239.04
"Department of Education",725067.20
"Department of Education",57388.68
"Department of Education",31783191.44
"Department of Education",27548812.10
"Department of Education",43229.28
"Department of Education",22601654.25
"Department of Education",16952741.10
"Department of Education",6961843.59
"Department of Education",13553242.46
"Department of Education",1197181.22
"Department of Education",898945.92
"Department of Education",5273922.00
"Department of Education",7347497.14
"Department of Education",7109133.52
"Department of Education",525137.32
"Department of Education",1308649.24
"Department of Education",608140.07
"Department of Education",17348431.28
"Department of Education",1705674.48
"Department of Education",1503419.00
"Department of Education",15101681.91
"Department of Education",216888.00
"Department of Education",3186974.56
"Department of Education",5210866.27
"Department of Education",714570.93
"Department of Education",1554126.98
"Department of Education",1932980.80
"Department of Education",16965.00
"Department of Education",29057.15
"Department of Education",11502890.94
"Department of Education",4310102.58
"Department of Education",259793.62
"Department of Education",755244.00
"Department of Education",131860.06
"Department of Education",638563.69
"Department of Education",11818.32
"Department of Education",131860.06
"Department of Education",571639.59
"Department of Education",226799.32
"Department of Education",135242.95
"Department of Education",52138.44
"Department of Education",10800.00
"Department of Education",17095.90
"Department of Education",157885.70
"Department of Education",1101184.82
"Department of Education",9239.04
"Department of Education",33101.33
"Department of Education",173683.84
"Department of Education",51051.24
"Department of Education",0.00
"Department of Education",2054843.04
"Department of Education",586143.75
"Department of Education",395014.42
"Department of Education",387822.96
"Department of Education",322043.98
"Department of Education",599881.11
"Department of Education",11219.77
"Department of Education",65000.00
"Department of Education",20133991.92
"Department of Education",8135784.68
"Department of Education",6578274.99
"Department of Education",18244976.89
"Department of Education",5214356.42
"Department of Education",16483088.63
"Department of Education",10317995.56
"Department of Education",0.00
"Department of Education",35460604.51
"Department of Education",4868911.46
"Department of Education",8061848.95
"Department of Education",31551755.87
"Department of Education",2135539.20
"Department of Education",6480914.49
"Department of Education",1462093.00
"Department of Education",353659.03
"Department of Education",736074.19
"Department of Education",45693948.93
"Department of Education",31420724.36
"Department of Education",15695426.86
"Department of Education",5780411.50
"Department of Education",0.00
"Department of Education",538096.00
"Department of Education",877551.81
"Department of Education",86543.00
"Department of Education",535002.62
"Department of Education",27143171.57
"Department of Education",708080.96
"Department of Education",1313733.17
"Department of Education",184187.06
"Department of Education",1511118.33
"Department of Education",1539123.13
"Department of Education",2312081.33
"Department of Education",1415474.14
"Department of Education",2210816.91
"Department of Education",689156.25
"Department of Education",0.00
"Department of Education",1698720.33
"Department of Education",317757.00
"Department of Education",6695.80
"Department of Education",993216.20
"Department of Education",1011232.44
"Department of Education",16649695.33
"Department of Education",772568.90
"Department of Education",13709939.61
"Department of Education",1726777.20
"Department of Education",1859618.00
"Department of Education",608577.48
"Department of Education",8858068.90
"Department of Education",354055.44
"Department of Education",1148462.67
"Department of Education",31802917.22
"Department of Education",491194.92
"Department of Education",3212106.81
"Department of Education",1141271.99
"Department of Education",4368578.76
"Department of Education",2961619.33
"Department of Education",663763.05
"Department of Education",167360.00
"Department of Education",5746525.63
"Department of Education",43080217.68
"Department of Education",2970994.38
"Department of Education",12196931.21
"Department of Education",1019733.96
"Department of Education",3712959.12
"Department of Education",4735575.00
"Department of Education",402674.01
"Department of Education",398359.28
"Department of Education",3036651.25
"Department of Education",819501.00
"Department of Education",4184005.40
"Department of Education",9084344.18
"Department of Education",7499457.10
"Department of Education",246663.76
"Department of Education",23004728.72
"Department of Education",8083130.62
"Department of Education",860541.85
"Department of Education",34238763.98
"Department of Education",5921628.50
"Department of Education",1049843.00
"Department of Education",297163.80
"Department of Education",1961823.02
"Department of Education",2555017.92
"Department of Education",518400.00
"Department of Education",9287269.00
"Department of Education",469818.18
"Department of Education",1006663.76
"Department of Education",1299245.62
"Department of Education",274012.00
"Department of Education",2474759.00
"Department of Education",0.00
"Department of Education",4991249.49
"Department of Education",8981.79
"Department of Education",138427.37
"Department of Education",554206.00
"Department of Education",1250386.21
"Department of Education",37227.75
"Department of Education",212751.65
"Department of Education",4368329.06
"Department of Education",34313823.32
"Department of Education",5611575.10
"Department of Education",5104946.77
"Department of Education",741530.66
"Department of Education",2214553.85
"Department of Education",634233.36
"Department of Education",155661.00
"Department of Education",9102628.19
"Department of Education",172102.00
"Department of Education",776667.20
"Department of Education",4999012.27
"Department of Education",2385373.06
"Department of Education",3631469.72
"Department of Education",2689270.00
"Department of Education",1051390.00
"Department of Education",842231.00
"Department of Education",897489.50
"Department of Education",953597.00
"Department of Education",2287200.58
"Department of Education",340474.26
"Department of Education",2618409.49
"Department of Education",331591.79
"Department of Education",2162745.00
"Department of Education",9319714.53
"Department of Education",71887.86
"Department of Education",2415503.78
"Department of Education",1069213.94
"Department of Education",4842253.99
"Department of Education",472483.00
"Department of Education",3139493.84
"Department of Education",1136680.00
"Department of Education",863972.00
"Department of Education",614208.00
"Department of Education",629074.00
"Department of Education",507336.00
"Department of Education",407691.00
"Department of Education",1057435.00
"Department of Education",661374.00
"Department of Education",536463.00
"Department of Education",453880.00
"Department of Education",436302.00
"Department of Education",646824.00
"Department of Education",795719.00
"Department of Education",0.00
"Department of Education",363024.00
"Department of Education",342073.00
"Department of Education",617160.00
"Department of Education",578137.00
"Department of Education",764790.00
"Department of Education",1245098.00
"Department of Education",733288.00
"Department of Education",1264290.00
"Department of Education",790286.00
"Department of Education",751989.00
"Department of Education",1129945.00
"Department of Education",333064.00
"Department of Education",1066982.00
"Department of Education",341152.37
"Department of Education",831305.00
"Department of Education",786880.00
"Department of Education",679609.00
"Department of Education",780492.00
"Department of Education",949214.00
"Department of Education",692630.00
"Department of Education",727841.00
"Department of Education",481623.00
"Department of Education",659794.00
"Department of Education",517973.00
"Department of Education",678703.00
"Department of Education",412616.00
"Department of Education",424342.00
"Department of Education",531683.00
"Department of Education",574333.00
"Department of Education",588177.00
"Department of Education",515713.00
"Department of Education",584290.00
"Department of Education",723739.00
"Department of Education",632600.00
"Department of Education",1131183.00
"Department of Education",547065.00
"Department of Education",2177236.80
"Department of Education",900000.00
"Department of Education",900000.00
"Department of Education",900000.00
"Department of Education",900000.00
"Department of Education",900000.00
"Department of Education",874803.59
"Department of Education",890076.00
"Department of Education",898617.40
"Department of Education",8307562.00
"Department of Education",1523940.00
"Department of Education",2041384.20
"Department of Education",3321881.31
"Department of Education",681704.95
"Department of Education",587859.00
"Department of Education",448850.00
"Department of Education",402090.00
"Department of Education",579879.09
"Department of Education",546484.65
"Department of Education",699227.60
"Department of Education",8924324.03
"Department of Education",7077624.13
"Department of Education",390108.33
"Department of Education",4025163.45
"Department of Education",2173772.49
"Department of Education",1946607.65
"Department of Education",68913.98
"Department of Education",464414.85
"Department of Education",5236454.31
"Department of Education",1082145.18
"Department of Education",573998.04
"Department of Education",4719939.29
"Department of Education",9088805.21
"Department of Education",342000.00
"Department of Education",1076925.50
"Department of Education",3204291.28
"Department of Education",2055477.15
"Department of Education",3999606.93
"Department of Education",2509474.68
"Department of Education",2527620.03
"Department of Education",8617793.69
"Department of Education",3203424.00
"Department of Education",4652358.92
"Department of Education",181925.32
"Department of Education",2754073.93
"Department of Education",2836595.87
"Department of Education",9700918.33
"Department of Education",5549384.18
"Department of Education",3341500.04
"Department of Education",51104.45
"Department of Education",33633.00
"Department of Education",12271547.50
"Department of Education",1142483.25
"Department of Education",407487.00
"Department of Education",617352.49
"Department of Education",2561041.90
"Department of Education",1964822.00
"Department of Education",29605142.24
"Department of Education",606718.00
"Department of Education",210100.43
"Department of Education",1682221.74
"Department of Education",2945431.00
"Department of Education",1393575.35
"Department of Education",1745299.00
"Department of Education",1122540.19
"Department of Education",319041.60
"Department of Education",442445.74
"Department of Education",105764.10
"Department of Education",1740532.00
"Department of Education",1117460.05
"Department of Education",267006.65
"Department of Education",4242006.78
"Department of Education",1840532.45
"Department of Education",366109.81
"Department of Education",591623.14
"Department of Education",3878077.89
"Department of Education",34589.29
"Department of Education",52212.07
"Department of Education",1891287.34
"Department of Education",624205.05
"Department of Education",746192.97
"Department of Education",251383.69
"Department of Education",9711826.38
"Department of Education",405840.00
"Department of Education",3125829.00
"Department of Education",281657.26
"Department of Education",2540246.12
"Department of Education",600000.00
"Department of Education",900000.00
"Department of Education",900000.00
"Department of Education",900000.00
"Department of Education",900000.00
"Department of Education",900000.00
"Department of Education",400000.00
"Department of Education",500000.00
"Department of Education",900000.00
"Department of Education",900000.00
"Department of Education",900000.00
"Department of Education",1557335.73
"Department of Education",525611.81
"Department of Education",1848405.75
"Department of Education",2920706.00
"Department of Education",1955803.31
"Department of Education",3070236.28
"Department of Education",4313492.93
"Department of Education",4490492.80
"Department of Education",1320037.07
"Department of Education",237500.00
"Department of Education",356432.50
"Department of Education",121000.00
"Department of Education",12550655.04
"Department of Education",112624.96
"Department of Education",1390670.82
"Department of Education",3089110.00
"Department of Education",2007626.22
"Department of Education",4524438.48
"Department of Education",1776750.29
"Department of Education",13285521.16
"Department of Education",827155.34
"Department of Education",477846.00
"Department of Education",2616134.13
"Department of Education",84639.94
"Department of Education",68032.08
"Department of Education",185674.68
"Department of Education",128379.10
"Department of Education",3167415.32
"Department of Education",1138904.98
"Department of Education",25358034.95
"Department of Education",259648.06
"Department of Education",1996332.09
"Department of Education",164910.98
"Department of Education",2078949.32
"Department of Education",851126.66
"Department of Education",11136825.36
"Department of Education",1540240.39
"Department of Education",187144.17
"Department of Education",1111640.01
"Department of Education",1684933.93
"Department of Education",3216682.39
"Department of Education",717173.82
"Department of Education",98021.86
"Department of Education",17326.21
"Department of Education",70062.64
"Department of Education",2254351.20
"Department of Education",247474.62
"Department of Education",629130.83
"Department of Education",556376.81
"Department of Education",1898724.17
"Department of Education",176505.00
"Department of Education",2904440.54
"Department of Education",1615556.52
"Department of Education",482665.79
"Department of Education",2063439.98
"Department of Education",1736027.40
"Department of Education",1301553.00
"Department of Education",571608.95
"Department of Education",6978701.78
"Department of Education",398259.81
"Department of Education",3573743.28
"Department of Education",750188.99
"Department of Education",139575.00
"Department of Education",215198.92
"Department of Education",289185.40
"Department of Education",2029963.62
"Department of Education",449169.99
"Department of Education",477942.00
"Department of Education",1880776.14
"Department of Education",3076428.14
"Department of Education",411401.00
"Department of Education",2920197.01
"Department of Education",271910.00
"Department of Education",2343090.55
"Department of Education",617500.00
"Department of Education",1288245.54
"Department of Education",63571.44
"Department of Education",2094572.87
"Department of Education",2405445.26
"Department of Education",4578747.13
"Department of Education",1836679.80
"Department of Education",231282.00
"Department of Education",84236.18
"Department of Education",141152.20
"Department of Education",12745716.27
"Department of Education",96327.36
"Department of Education",9401990.74
"Department of Education",10245302.87
"Department of Education",9765864.24
"Department of Education",11866220.79
"Department of Education",10395476.45
"Department of Education",9814910.53
"Department of Education",9059357.27
"Department of Education",9146686.08
"Department of Education",1597117.71
"Department of Education",10174548.17
"Department of Education",848427.59
"Department of Education",2944331.43
"Department of Education",1796217.99
"Department of Education",250000.00
"Department of Education",250000.00
"Department of Education",250000.00
"Department of Education",250000.00
"Department of Education",250000.00
"Department of Education",250000.00
"Department of Education",250000.00
"Department of Education",250000.00
"Department of Education",250000.00
"Department of Education",250000.00
"Department of Education",250000.00
"Department of Education",250000.00
"Department of Education",800000.00
"Department of Education",900000.00
"Department of Education",800000.00
"Department of Education",800000.00
"Department of Education",800000.00
"Department of Education",800000.00
"Department of Education",800000.00
"Department of Education",900000.00
"Department of Education",1000000.00
"Department of Education",800000.00
"Department of Education",7565058.88
"Department of Education",270284.47
"Department of Education",613033.00
"Department of Education",2852706.51
"Department of Education",1011277.78
"Department of Education",2511497.20
"Department of Education",16827599.24
"Department of Education",1834765.99
"Department of Education",7301860.80
"Department of Education",257028.35
"Department of Education",365196.35
"Department of Education",2988817.58
"Department of Education",1168623.22
"Department of Education",42793.93
"Department of Education",636437.00
"Department of Education",4612331.92
"Department of Education",0.00
"Department of Education",1264172.25
"Department of Education",210377.00
"Department of Education",2430335.51
"Department of Education",970334.33
"Department of Education",169823.00
"Department of Education",12270824.09
"Department of Education",746350.60
"Department of Education",749661.66
"Department of Education",321364.96
"Department of Education",569013.00
"Department of Education",50988.02
"Department of Education",721164.52
"Department of Education",149594.50
"Department of Education",62030.60
"Department of Education",4403733.00
"Department of Education",4062371.66
"Department of Education",124722.36
"Department of Education",837652.54
"Department of Education",50767.73
"Department of Education",2307031.61
"Department of Education",2142.08
"Department of Education",351019.90
"Department of Education",787636.62
"Department of Education",73387.93
"Department of Education",3129492.02
"Department of Education",30722.94
"Department of Education",14236602.41
"Department of Education",30832.74
"Department of Education",94910.88
"Department of Education",1911681.04
"Department of Education",53463.16
"Department of Education",38289.39
"Department of Education",213864.80
"Department of Education",84517.45
"Department of Education",31879.23
"Department of Education",205028.00
"Department of Education",580423.22
"Department of Education",77289.67
"Department of Education",506983.00
"Department of Education",47992.52
"Department of Education",55560.00
"Department of Education",710254.96
"Department of Education",76458.62
"Department of Education",8864764.43
"Department of Education",71265.00
"Department of Education",283058.00
"Department of Education",626546.65
"Department of Education",38181.27
"Department of Education",142696.00
"Department of Education",185674.68
"Department of Education",35493.56
"Department of Education",1443367.25
"Department of Education",1208707.94
"Department of Education",324869.90
"Department of Education",147540.00
"Department of Education",5542246.15
"Department of Education",385506.60
"Department of Education",16285.40
"Department of Education",30829.34
"Department of Education",1314126.85
"Department of Education",311358.19
"Department of Education",636960.00
"Department of Education",128227.20
"Department of Education",242610.00
"Department of Education",152575.18
"Department of Education",2395008.22
"Department of Education",1744060.79
"Department of Education",56735.62
"Department of Education",6806310.80
"Department of Education",5805453.60
"Department of Education",4645.00
"Department of Education",7320.82
"Department of Education",324363.56
"Department of Education",157067.82
"Department of Education",127991.54
"Department of Education",94450.37
"Department of Education",425494.00
"Department of Education",1196.40
"Department of Education",48790.26
"Department of Education",883140.15
"Department of Education",340100.00
"Department of Education",41846.26
"Department of Education",931426.81
"Department of Education",240861.55
"Department of Education",468117.66
"Department of Education",11264.08
"Department of Education",24802.00
"Department of Education",586812.59
"Department of Education",10895.50
"Department of Education",672154.18
"Department of Education",8593678.06
"Department of Education",323746.62
"Department of Education",394089.00
"Department of Education",124177.03
"Department of Education",808839.00
"Department of Education",64193.69
"Department of Education",285776.00
"Department of Education",97300.00
"Department of Education",3089056.91
"Department of Education",2418629.94
"Department of Education",350394.00
"Department of Education",1167761.61
"Department of Education",1661251.36
"Department of Education",3857618.85
"Department of Education",27237.15
"Department of Education",3193284.37
"Department of Education",269685.01
"Department of Education",357964.44
"Department of Education",1567460.98
"Department of Education",1414757.87
"Department of Education",3139017.88
"Department of Education",1233797.60
"Department of Education",2347337.52
"Department of Education",1159072.54
"Department of Education",2500.00
"Department of Education",7573663.11
"Department of Education",287803.00
"Department of Education",218294.40
"Department of Education",973217.92
"Department of Education",816259.15
"Department of Education",777664.89
"Department of Education",2937542.00
"Department of Education",12114537.45
"Department of Education",199578.65
"Department of Education",7484174.12
"Department of Education",1881890.53
"Department of Education",700121.28
"Department of Education",3083.02
"Department of Education",288272.28
"Department of Education",239860.00
"Department of Education",10963.00
"Department of Education",2450.00
"Department of Education",965995.13
"Department of Education",327313.01
"Department of Education",209609.77
"Department of Education",2796170.06
"Department of Education",78000.00
"Department of Education",37173.40
"Department of Education",109257.50
"Department of Education",283800.00
"Department of Education",118601.04
"Department of Education",112065.42
"Department of Education",30000.00
"Department of Education",65711.25
"Department of Education",254150.00
"Department of Education",257952.60
"Department of Education",137024.48
"Department of Education",8442.50
"Department of Education",250000.00
"Department of Education",9560.00
"Department of Education",1935.00
"Department of Education",2317.63
"Department of Education",22360.00
"Department of Education",70000.00
"Department of Education",202216.80
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",11405.19
"Department of Education",16947.81
"Department of Education",2275.00
"Department of Education",17931.00
"Department of Education",0.00
"Department of Education",21070.00
"Department of Education",0.00
"Department of Education",11246.68
"Department of Education",12377.34
"Department of Education",3675.00
"Department of Education",13902.00
"Department of Education",13385.19
"Department of Education",14800.00
"Department of Education",22522.50
"Department of Education",24454.04
"Department of Education",20398.25
"Department of Education",24924.09
"Department of Education",16938.50
"Department of Education",13100.00
"Department of Education",12915.00
"Department of Education",21028.50
"Department of Education",22227.30
"Department of Education",24181.88
"Department of Education",269274.30
"Department of Education",15724.23
"Department of Education",196243.19
"Department of Education",36028.56
"Department of Education",3544.17
"Department of Education",194209.84
"Department of Education",132910.70
"Department of Education",77226.76
"Department of Education",32987.00
"Department of Education",60000.00
"Department of Education",7494.55
"Department of Education",11459.52
"Department of Education",0.00
"Department of Education",9998.50
"Department of Education",163166.53
"Department of Education",670.00
"Department of Education",17050.75
"Department of Education",0.00
"Department of Education",2756.20
"Department of Education",0.00
"Department of Education",1012.50
"Department of Education",2000.00
"Department of Education",1075.00
"Department of Education",4125.00
"Department of Education",10312.50
"Department of Education",5364.49
"Department of Education",10767.30
"Department of Education",2375.00
"Department of Education",0.00
"Department of Education",4967.10
"Department of Education",9518.50
"Department of Education",11000.00
"Department of Education",9501.99
"Department of Education",4934.93
"Department of Education",1000.00
"Department of Education",1000.00
"Department of Education",250.00
"Department of Education",2787.50
"Department of Education",8000.00
"Department of Education",1000.00
"Department of Education",1000.00
"Department of Education",1000.00
"Department of Education",1000.00
"Department of Education",1000.00
"Department of Education",1000.00
"Department of Education",1000.00
"Department of Education",1000.00
"Department of Education",1000.00
"Department of Education",1000.00
"Department of Education",1000.00
"Department of Education",1000.00
"Department of Education",250.00
"Department of Education",250.00
"Department of Education",1000.00
"Department of Education",1000.00
"Department of Education",5312.50
"Department of Education",10912.50
"Department of Education",0.00
"Department of Education",4000.00
"Department of Education",11000.00
"Department of Education",11000.00
"Department of Education",3175.00
"Department of Education",5250.00
"Department of Education",4948.00
"Department of Education",4948.00
"Department of Education",0.00
"Department of Education",12463.12
"Department of Education",11174.00
"Department of Education",1000.00
"Department of Education",1000.00
"Department of Education",1000.00
"Department of Education",1000.00
"Department of Education",1000.00
"Department of Education",1000.00
"Department of Education",1000.00
"Department of Education",1200.00
"Department of Education",100.00
"Department of Education",1200.00
"Department of Education",1200.00
"Department of Education",1200.00
"Department of Education",1200.00
"Department of Education",1200.00
"Department of Education",1200.00
"Department of Education",1200.00
"Department of Education",100.00
"Department of Education",1200.00
"Department of Education",1200.00
"Department of Education",1200.00
"Department of Education",1200.00
"Department of Education",1200.00
"Department of Education",1200.00
"Department of Education",100.00
"Department of Education",100.00
"Department of Education",1200.00
"Department of Education",1200.00
"Department of Education",1200.00
"Department of Education",1200.00
"Department of Education",1200.00
"Department of Education",1200.00
"Department of Education",1200.00
"Department of Education",1200.00
"Department of Education",1200.00
"Department of Education",1200.00
"Department of Education",100.00
"Department of Education",100.00
"Department of Education",1700.00
"Department of Education",1700.00
"Department of Education",1700.00
"Department of Education",1800.00
"Department of Education",400.00
"Department of Education",1800.00
"Department of Education",1300.00
"Department of Education",1700.00
"Department of Education",1200.00
"Department of Education",1800.00
"Department of Education",400.00
"Department of Education",1300.00
"Department of Education",100.00
"Department of Education",1500.00
"Department of Education",1200.00
"Department of Education",1300.00
"Department of Education",1300.00
"Department of Education",1700.00
"Department of Education",1800.00
"Department of Education",1800.00
"Department of Education",1200.00
"Department of Education",1600.00
"Department of Education",1500.00
"Department of Education",1800.00
"Department of Education",1200.00
"Department of Education",1800.00
"Department of Education",100.00
"Department of Education",1300.00
"Department of Education",1200.00
"Department of Education",1700.00
"Department of Education",1700.00
"Department of Education",100.00
"Department of Education",1700.00
"Department of Education",100.00
"Department of Education",1800.00
"Department of Education",1700.00
"Department of Education",1800.00
"Department of Education",100.00
"Department of Education",1800.00
"Department of Education",1300.00
"Department of Education",0.00
"Department of Education",1200.00
"Department of Education",1800.00
"Department of Education",1800.00
"Department of Education",1800.00
"Department of Education",2200.00
"Department of Education",2200.00
"Department of Education",100.00
"Department of Education",2000.00
"Department of Education",600.00
"Department of Education",2000.00
"Department of Education",2000.00
"Department of Education",2200.00
"Department of Education",2000.00
"Department of Education",1300.00
"Department of Education",1300.00
"Department of Education",1300.00
"Department of Education",1200.00
"Department of Education",1300.00
"Department of Education",1200.00
"Department of Education",1600.00
"Department of Education",1500.00
"Department of Education",1300.00
"Department of Education",1200.00
"Department of Education",1300.00
"Department of Education",1300.00
"Department of Education",1300.00
"Department of Education",1300.00
"Department of Education",1300.00
"Department of Education",1400.00
"Department of Education",1300.00
"Department of Education",1300.00
"Department of Education",1200.00
"Department of Education",100.00
"Department of Education",1300.00
"Department of Education",1200.00
"Department of Education",1300.00
"Department of Education",1300.00
"Department of Education",1200.00
"Department of Education",1300.00
"Department of Education",1300.00
"Department of Education",100.00
"Department of Education",100.00
"Department of Education",900.00
"Department of Education",900.00
"Department of Education",600.00
"Department of Education",900.00
"Department of Education",900.00
"Department of Education",1100.00
"Department of Education",300.00
"Department of Education",900.00
"Department of Education",1500.00
"Department of Education",100.00
"Department of Education",1200.00
"Department of Education",1200.00
"Department of Education",1200.00
"Department of Education",1200.00
"Department of Education",100.00
"Department of Education",1200.00
"Department of Education",100.00
"Department of Education",100.00
"Department of Education",1200.00
"Department of Education",1200.00
"Department of Education",1200.00
"Department of Education",100.00
"Department of Education",1200.00
"Department of Education",1200.00
"Department of Education",1400.00
"Department of Education",1400.00
"Department of Education",100.00
"Department of Education",1200.00
"Department of Education",1200.00
"Department of Education",1200.00
"Department of Education",1200.00
"Department of Education",1200.00
"Department of Education",1200.00
"Department of Education",1200.00
"Department of Education",1200.00
"Department of Education",1200.00
"Department of Education",1400.00
"Department of Education",1200.00
"Department of Education",1200.00
"Department of Education",100.00
"Department of Education",100.00
"Department of Education",100.00
"Department of Education",100.00
"Department of Education",24038.90
"Department of Education",0.00
"Department of Education",0.00
"Department of Education",38313.83
"Department of Education",10000.00
"Department of Education",268923.00
"Department of Education",1300.00
"Department of Education",300.00
"Department of Education",300.00
"Department of Education",300.00
"Department of Education",2304895.63
"Department of Education",3095667.09
"Department of Education",238088.63
"Department of Education",1304633.94
"Department of Education",292583.46
"Department of Education",29071.84
"Department of Education",39997.20
"Department of Education",21392.71
"Department of Education",249909.00
"Department of Education",59362.76
"Department of Education",2842952.08
"Department of Education",18077.84
"Department of Education",31959.48
"Department of Education",6210.00
"Department of Education",0.00
"Department of Education",25822.00
"Department of Education",22295.75
"Department of Education",7869.00
"Department of Education",7869.00
"Department of Education",2520.00
"Department of Education",10998.74
"Department of Education",21433.80
"Department of Education",0.00
"Department of Education",3934.50
"Department of Education",975.00
"Department of Education",1235.00
"Department of Education",10520.00
"Department of Education",0.00
"Department of Education",21750.00
"Department of Education",0.00
"Department of Education",1235.00
"Department of Education",900.00
"Department of Education",14551.97
"Department of Education",15456.84
"Department of Education",675.00
"Department of Education",6000.00
"Department of Education",11568.62
"Department of Education",10535.00
"Department of Education",47315.19
"Department of Education",16105.97
"Department of Education",15015.00
